R1,R2,R3,R4,X,Y,low_barrier,barrier
C,E,D,A,A,A,23.651999245057084,11.658827271456962
D,D,E,E,A,A,27.276531617788688,11.672311814986376
D,D,A,E,A,A,27.031884499176243,11.697065005539836
B,E,E,D,A,A,24.603623637560766,11.744219562689596
D,A,A,D,A,A,26.401118250942275,11.781449012000444
E,B,D,E,A,A,24.641111053530828,11.830377902944774
E,E,A,A,A,A,25.01444781515587,11.86906914130436
A,D,A,D,A,A,25.87045858911752,11.882244362817245
A,E,E,E,B,B,18.269053548958436,11.990868291580789
B,C,E,E,C,C,30.94131244836901,12.023952257465025
B,E,A,E,C,B,17.801747243883202,12.043206026344958
E,B,E,A,C,B,17.7815916392819,12.05765241608343
C,E,A,A,A,A,22.789914179383292,12.089545137171978
E,B,D,A,C,B,16.86039518134341,12.111627125191234
B,E,A,D,C,B,17.07452023903756,12.17633229462525
C,C,A,D,C,C,31.69057758573401,12.225448772320911
C,E,A,E,A,A,25.325836841440932,12.312094383546698
A,E,A,E,A,A,27.12709023659327,12.313602850431309
C,E,D,D,A,A,25.019743995109298,12.465735395792391
E,C,D,D,A,A,25.003767603924295,12.465948180499458
E,B,D,A,B,B,19.78832928687855,12.515198972552277
B,E,A,D,B,B,19.400559807315155,12.52369797336106
C,C,C,D,B,C,29.208539162084545,12.533123798929022
A,D,D,A,A,A,27.67927974846657,12.609586297026306
D,E,E,E,A,A,27.61417564053638,12.701851667506
C,C,E,E,C,C,31.704062764114237,12.718274063609677
E,C,D,A,A,A,24.886090752214336,12.95977907283705
E,E,E,A,A,A,27.312694988788227,12.981546422080145
B,E,A,A,A,A,23.393766546290568,13.101545925357197
E,B,D,E,B,B,22.589500203587896,13.105216815603454
E,A,E,E,A,A,27.799265834982457,13.156183874966372
E,D,A,D,A,A,27.432674800275738,13.175798303171234
E,B,E,D,A,A,24.870145736527924,13.184567554777752
A,E,E,D,A,A,28.53208394900459,13.227236146431276
C,E,D,E,A,A,25.875177460324878,13.245741792423908
E,C,E,D,A,A,25.67561062227809,13.256652257603534
E,B,E,D,B,B,21.519012966454866,13.34639744395896
C,C,E,A,C,C,33.69479892005567,13.387332361233836
C,C,A,E,C,C,33.83031586599757,13.390118259244687
E,E,E,D,A,A,27.57103436417862,13.487765711827192
D,E,D,D,A,A,27.71450813035711,13.558060608946972
C,C,C,A,B,C,27.269572537729623,13.583833168479446
D,E,E,A,A,A,27.755810803924128,13.619016945091236
E,A,A,E,A,A,27.669227046671804,13.69000223123458
E,A,D,E,A,A,28.769081727159644,13.70456608610141
D,E,A,D,A,A,28.02319886590338,13.858374205969753
E,D,D,D,A,A,28.55870917599392,13.998856823958771
E,E,A,E,A,A,29.045851055798828,14.001539708739562
E,E,D,D,A,A,28.33225983208336,14.01879045934737
E,D,A,E,A,A,29.151115770074668,14.039087038068496
A,E,D,E,A,A,28.046567318742675,14.057280923515496
A,E,E,A,A,A,29.332704461695702,14.16622437317852
A,E,A,A,A,A,26.528941930782263,14.183871360884922
A,E,D,D,A,A,27.65812640411578,14.278673678057944
E,B,D,A,A,A,25.9251962405167,14.303177790612642
E,E,D,A,A,A,28.326769124181336,14.3327477526967
E,E,A,D,A,A,28.368805983844705,14.333188160776595
E,D,D,E,A,A,30.209253620699428,14.505627729114202
D,E,E,D,A,A,30.127771515523275,14.561931986791503
C,A,D,C,C,C,30.030112215935453,14.695706704811926
E,A,A,D,A,A,28.52443460851153,14.709315047888264
A,C,C,D,C,C,29.980928023578162,14.767474197819192
E,A,E,A,A,A,28.519973016178614,14.86654694605125
C,A,C,D,C,C,29.78719074853284,15.11543624138373
A,E,A,D,A,A,27.91290780074799,15.150638985224743
C,C,C,E,B,C,31.897053302792425,15.167819170548803
B,A,D,C,C,C,30.24106207588292,15.236161922712313
C,E,E,C,C,C,25.229934568418855,15.32991432749461
E,C,C,E,C,C,24.84924967094457,15.381833740516694
C,B,A,A,C,C,33.510129156898365,15.451898123191992
E,D,E,E,A,A,29.622507162106093,15.459497341753194
E,E,E,E,A,A,28.97882049378884,15.498478566609563
D,E,D,E,A,A,30.16397881214951,15.857519484566788
C,B,C,A,B,C,29.330351301084733,15.94337879960195
E,D,E,D,A,A,30.66341987766494,15.946605603393191
E,E,D,E,A,A,30.70377501192352,15.966520167468133
C,C,E,D,B,C,36.91242904941299,16.218050305747337
B,C,E,A,C,C,36.484542889237645,16.250723639010776
C,C,D,E,B,C,36.775067225437944,16.25865144765669
E,A,E,D,A,A,30.25061904522796,16.41675241003412
C,B,E,D,B,C,36.972268352817004,16.43804304845313
C,D,C,D,C,C,30.51345766347824,16.504620551095616
C,A,E,C,C,C,30.762440872785923,16.511941626420025
C,E,E,C,B,C,25.415244391319412,16.74484577377824
C,A,A,C,C,C,30.301215133987505,16.979406828254692
C,B,A,E,C,C,37.19275635663201,17.001585292837767
C,E,D,C,C,C,25.89808783117007,17.012151532903328
C,C,A,D,B,C,36.590347261625574,17.312763276421
B,A,B,E,C,C,31.827349550478193,17.38728688545245
A,A,E,A,A,B,28.17570249340725,17.430305976713374
C,C,D,E,B,D,39.95537936666029,17.521014138511877
C,A,C,E,C,C,32.01911644578136,17.56873584205061
C,D,C,E,C,C,31.469995455351892,17.577302336439708
D,C,E,C,C,C,31.424795947962924,17.6021858376311
C,D,D,D,C,C,31.808141485435016,17.737241760177188
D,C,D,D,C,C,31.765232387659832,17.74768332978238
A,B,C,E,C,C,33.41649219323388,17.785275554349738
C,C,E,E,B,C,38.51623031341154,17.921692045727525
B,C,E,A,C,D,35.908369965537375,18.126060154536624
B,A,D,E,C,C,38.683668666438884,18.155845500442226
A,B,E,D,C,C,38.85844888014441,18.190565758949184
A,C,D,E,C,C,35.18657719262495,18.23427057255585
C,C,E,D,B,D,39.92106714850825,18.43717232451503
C,E,C,E,B,C,28.19605262563612,18.46913400036091
B,A,C,E,C,C,33.445401554594596,18.906872834708143
C,D,E,D,C,C,32.70440699223809,19.005108182828568
D,C,E,E,C,C,33.360424221693115,19.032438831800537
A,E,E,E,A,A,33.56195516438235,19.100952661669307
A,C,A,A,C,C,32.15306461836309,19.123535149476247
D,C,C,A,C,C,31.85544314958889,19.2905692646903
A,C,E,D,C,C,35.54560046327763,19.3763119521593
D,C,E,D,C,C,34.166472691253404,19.412033894102724
C,D,D,E,C,C,35.05597992115274,19.434939241536583
A,B,D,E,C,C,38.02527945114507,19.48800826258636
B,C,E,D,B,C,42.649509717264564,19.5631822208096
C,C,A,E,B,C,39.942433846142464,19.58173343719833
C,C,E,A,B,C,40.03383687601929,19.58350465299008
A,B,D,D,C,C,36.389952110986655,19.623990849591618
B,A,E,E,C,C,40.054105431987495,19.660666373554555
C,A,D,C,B,C,33.51136535047283,19.670607442159287
C,E,A,B,C,C,26.70156351198593,19.709164813746167
B,A,D,D,C,C,36.64639640779584,19.726452691569545
A,C,D,E,C,D,36.957979961672805,19.74616661635615
C,A,E,D,C,D,37.036895553525284,19.76502733475113
C,C,E,E,B,D,40.65954539794646,19.769843227841967
C,A,E,E,C,C,36.59596347137929,19.805103405314146
C,C,A,A,B,C,37.61669548229466,19.880800604738457
C,E,A,C,C,C,27.49305376189885,19.901555982487675
E,C,C,A,C,C,27.420162261210454,19.95044395583819
C,E,C,D,B,C,29.369125111498345,20.00492970522615
D,A,E,D,A,B,29.09757666172298,20.07416843845105
B,D,D,E,C,C,40.35212850657296,20.59662145939556
D,D,D,A,C,C,23.626051728195304,20.61428356005052
D,D,A,D,C,C,23.659372481305205,20.615727615010133
C,B,E,A,C,C,41.89937234168074,20.94324499574704
C,A,E,C,C,D,35.47299134200523,21.013275778627364
B,C,A,D,B,C,39.91761584637395,21.0677238460276
B,B,E,A,C,C,44.97283216950421,21.133669573733517
A,B,A,D,C,C,36.52660484933556,21.44368970614468
C,B,D,E,B,D,39.97975810959118,21.44517965641645
B,A,D,A,C,C,36.2853400065465,21.48334351124296
D,B,A,D,C,C,35.470657006622076,21.60372884633245
A,C,A,C,C,D,33.31700684091207,21.635601843671328
B,C,E,A,B,C,43.07448423345337,21.66775541139744
A,C,E,D,C,D,38.42081749831019,21.69668402916232
C,A,E,A,C,C,36.65420262585321,21.704121926453208
D,C,D,A,C,C,34.22610491686608,21.71176861154488
A,C,A,E,C,C,36.47764655999742,21.731077214584804
A,C,C,E,B,C,35.75388340791356,21.754725065666563
B,A,E,D,C,C,39.949819632447344,21.778899887582
C,A,A,E,C,C,38.75464626321125,22.12281299519527
B,D,A,E,C,C,40.17856566121408,22.22609803329153
C,C,E,A,B,D,42.56592545507382,22.233036766200115
A,B,E,E,C,C,41.35077218402854,22.239502776594485
C,A,C,E,B,C,35.4316259174767,22.3087595412875
B,D,E,D,C,C,39.54918620887648,22.327835321227525
A,C,E,A,C,C,38.09621312186271,22.413867811707934
A,C,E,E,C,D,40.038536921642134,22.557207063921165
E,C,B,A,B,C,30.400913839271706,22.73131534479136
D,C,E,A,C,C,36.185854654795406,22.781772825158157
C,A,E,E,C,D,40.387074509154516,22.870744588583623
A,C,B,E,C,C,37.76329424577879,22.885807809902097
C,A,D,D,B,C,38.378115478183666,22.965711680914293
A,C,D,D,B,C,38.34514613037265,22.98707899720524
A,C,A,A,C,D,33.933572549754594,23.040122672590705
A,B,E,D,C,D,42.98315650420244,23.219509170039828
D,C,A,E,C,C,36.93573475150479,23.27571793164433
C,A,A,A,C,C,36.56442484516267,23.28399704057728
C,D,E,A,C,C,37.0213584191779,23.33496052479343
B,D,E,A,C,C,38.17062947042726,23.367491501233545
D,D,D,E,C,C,27.098093023907833,23.44629449756089
D,D,E,D,C,C,27.22719054790276,23.50321666083538
C,A,C,C,A,B,33.54212586503775,23.69437345444801
D,D,D,D,C,C,28.254034501092914,23.756586550151344
C,D,D,D,B,C,37.72373604854241,23.761604787510517
B,A,A,E,C,C,43.61803293961312,23.785939845657097
A,B,A,A,C,C,36.93668229049219,23.81725103362707
D,D,D,C,C,C,31.160363455275874,23.820959885012776
A,B,E,D,B,C,43.380727681964224,23.918575196837143
A,D,D,E,C,C,30.922838569350848,23.96131737785869
C,B,A,E,B,D,41.09913460975143,24.055423435421616
C,A,E,D,B,C,40.6433556535137,24.146699398684675
D,A,E,C,C,C,33.17782523987347,24.15554788839753
A,A,C,E,C,C,34.47488104766904,24.20514003978264
B,A,E,A,C,C,41.53155138821392,24.213064859586023
A,B,A,E,C,C,41.60181989907478,24.23516214031172
C,E,D,A,B,C,29.46241694517769,24.329558012585743
E,C,D,A,B,C,30.942398039550227,24.4321048860493
C,E,A,D,B,C,30.749514177495914,24.432955521505576
C,A,D,E,B,C,40.85901810956881,24.446716782300832
E,C,C,A,B,C,32.83775903056058,24.4547578004202
A,C,E,D,B,C,41.00679031563021,24.46111612816011
C,E,A,C,B,C,33.04784292746028,24.479030683993305
B,D,A,A,C,C,36.89527294047966,24.580414124677013
A,D,D,D,C,C,31.414316539851,24.60630935990853
B,C,E,A,B,D,45.88545684793307,24.7191548837128
D,A,E,D,C,C,31.633467948353363,24.74800960353035
A,C,A,E,C,D,39.9802977680243,24.753225927041736
B,A,D,E,B,C,44.792793426229544,24.768284566505127
C,E,A,E,B,C,32.82857856702031,24.801533840507087
C,D,E,D,B,C,38.71198189382571,25.08234572901665
A,D,E,E,C,C,32.525259312267394,25.114803961498293
B,E,E,D,B,C,36.68171264104677,25.269083477143237
D,D,E,C,C,C,32.93455864220036,25.464048490169407
D,A,D,E,C,C,31.739360171994672,25.649935338597952
B,A,E,E,B,C,44.267743699058784,25.69669946881104
A,A,E,E,C,C,36.35107162394917,25.73238108477968
D,A,C,E,C,C,34.72378895549474,25.77703821113227
D,C,D,E,B,C,40.22760552663455,25.79211511552251
A,A,B,A,B,C,23.51146222333535,25.824589722432453
C,D,D,E,B,C,41.12817574827758,25.862166523242585
D,C,E,D,B,C,41.110436055569785,25.873116605709725
A,B,E,A,C,C,43.660214126677026,25.88170342816597
D,B,A,E,C,C,41.22709006659633,25.98460289416149
C,D,E,E,B,C,40.45327675882206,26.05926540860798
C,A,E,E,B,C,42.40492534950663,26.074654976203405
B,D,A,E,C,D,42.71584374352682,26.105695149007847
C,E,C,A,B,D,32.459383367785215,26.145493733763853
A,A,A,A,C,C,32.99424106804007,26.331933903864883
C,A,D,D,B,D,39.53607126088027,26.338271886844183
A,B,E,E,B,C,45.486090993649285,26.341608849343604
D,D,C,A,C,C,32.27199021377561,26.34488750144857
D,D,A,C,C,C,32.33641033626451,26.35072826904255
A,C,D,A,B,C,40.51312233739713,26.38138692326049
C,A,A,D,B,C,40.44628630315739,26.384037678305106
C,D,E,A,C,D,38.44519624095573,26.399723011758372
D,D,E,A,C,C,27.82591616215664,26.462685532189116
B,E,A,E,B,C,36.793528554256675,26.473396103614554
C,A,D,A,B,C,39.84258453846501,26.53783388621345
D,C,A,E,C,D,40.22707214337249,26.5449190985163
D,C,D,A,B,C,39.191913689832504,26.590737213269783
C,A,E,D,B,D,42.943403779374165,26.757714414347408
A,C,D,E,B,D,42.958815412012534,26.75977960266295
C,A,D,E,B,D,42.94344143011516,26.827718142695417
A,B,A,E,C,D,44.65111433721511,26.89750038907997
A,C,B,E,C,D,42.67987490076123,26.977174183565623
D,C,E,E,B,C,41.85684602463169,27.045057029368262
D,A,E,A,C,C,32.51211926415767,27.30965177990714
B,D,D,E,B,C,47.29263429358399,27.42819951816513
D,C,E,B,B,C,39.44874076736782,27.489854700353355
B,C,A,E,B,D,49.51509714787623,27.496674773730863
A,D,A,E,C,C,32.5224668955322,27.53447985673473
A,D,A,D,C,C,32.67819592133081,27.538436503255426
D,A,D,A,C,C,32.67389120649086,27.54507975537907
A,C,A,E,B,C,42.438647708713155,27.562932967744757
C,A,E,A,B,C,42.250934524546565,27.56912737228197
C,D,D,A,B,C,40.122736143177264,27.58590977374076
D,C,A,D,B,C,40.29349402131616,27.60481262314427
C,D,A,D,B,C,39.71444082891391,27.63576706562068
D,A,E,E,C,C,34.6446035351391,27.657092188837677
A,C,E,A,B,C,43.55928550284674,27.710522445493407
A,A,E,D,C,D,37.538325824331714,27.85513144727357
C,A,A,E,B,C,42.9355097102061,27.85952319795565
A,B,E,E,B,D,48.11843676136358,28.019885116443238
A,A,A,D,C,C,36.065517162873626,28.04080464083067
C,A,E,B,B,C,41.51265707815667,28.185179537396227
A,A,A,E,C,C,37.01579868525031,28.200169614113207
A,C,E,D,B,D,44.05703856807168,28.20073201531516
A,A,C,D,B,C,36.02631037093613,28.207929700867123
D,B,A,D,B,C,41.17701481064972,28.21089854235086
A,A,D,C,B,C,36.08320037975529,28.211338555673255
A,A,E,E,C,D,38.56038187978957,28.26763354313043
D,A,A,D,C,C,34.32233349436012,28.31495901814915
A,D,D,A,C,C,34.36182266571362,28.31754799384149
D,A,A,E,C,C,35.250194103205956,28.383080275650755
A,A,C,E,C,D,38.26878450246481,28.4064344251564
A,B,A,E,B,C,44.63122228694467,28.408468071538135
A,D,B,D,C,D,32.35110660853372,28.44501882131297
A,C,A,A,B,C,41.14940439371798,28.464653264404287
D,C,E,D,B,D,42.61081748321863,28.58042200718264
B,A,E,E,B,D,46.534665599971966,28.691382550985224
A,A,E,A,C,C,37.51823297058492,28.72637319900971
C,D,A,E,B,C,41.45695306211422,28.745330287743897
D,C,D,E,B,D,43.44568746288625,28.76959787763572
B,A,E,D,B,C,46.48489782341218,28.97359294399772
A,B,D,E,B,C,46.54488772920944,28.98604077343798
D,C,E,E,B,D,43.99010213237913,29.11987021800266
C,A,E,E,B,D,46.22321382254704,29.149717567124096
B,E,A,D,B,C,37.82502235269996,29.17946974983288
B,E,A,A,B,C,35.35334411048178,29.181621836875888
A,B,E,D,B,D,47.90775045546162,29.252220936720484
B,D,A,A,C,D,37.3417271060976,29.273073665299925
D,C,A,E,B,C,42.28155071174661,29.31813483741968
C,D,E,A,B,C,42.28448118110365,29.327699780566554
B,D,E,D,B,C,46.12248600176506,29.402682177782484
B,A,A,A,B,D,36.92131458333783,29.451664143581727
A,C,E,E,B,D,46.644410731844204,29.511845721533344
A,A,A,C,B,C,35.900369219460075,29.64328518043022
A,B,E,A,B,C,45.545804795201605,29.671073368288155
D,D,C,D,B,C,36.20675072016474,29.76749609955477
A,A,E,B,C,D,38.613569583056396,29.767732519595672
D,B,E,E,B,C,49.36436937234427,29.833854204062565
A,D,C,E,B,C,37.81729771115295,29.924235315462575
D,C,A,A,B,C,40.92877833770917,29.975779788975775
A,C,A,E,B,D,44.544418901095185,30.039800165475945
A,C,D,A,B,D,41.845130422802626,30.093083656095025
C,A,D,A,B,D,41.43633310084714,30.14763101818603
A,C,E,A,B,D,45.83292803006535,30.32555391477541
C,D,A,A,B,C,40.844886596274264,30.37146121283469
A,A,A,A,C,D,36.099998808218686,30.378374689538777
B,D,A,D,B,C,43.85336781780522,30.40619911561426
D,D,E,E,B,C,34.1051587406283,30.444400885423523
D,A,A,A,C,C,34.83202806486132,30.47381103628191
A,D,E,B,C,D,36.93058917344523,30.56419821496948
D,B,A,A,B,C,42.025840601105116,30.649572546430264
B,A,E,A,B,C,47.09154260737568,30.68678961361769
D,D,E,C,B,C,36.94204749654253,30.72814510539553
D,D,C,E,B,C,37.10466657683835,30.76425699854772
D,D,A,A,B,C,32.58547512165452,30.79980359239936
E,B,E,E,B,C,49.6042787944502,30.813251406680976
D,A,E,D,B,C,37.408613340849726,30.862580577876063
D,A,D,D,B,C,37.40230687055501,30.99417203028776
A,D,E,B,C,C,37.09424991958093,31.01716740525985
A,A,A,E,C,D,39.805072021882054,31.270354408459944
A,D,E,D,B,C,37.70427697965317,31.32949132302572
A,A,D,D,B,C,39.90458247460274,31.37828502841409
D,A,E,E,B,C,38.35218678669238,31.41562838703955
A,B,D,E,B,D,48.95235920175843,31.46258042667284
D,B,E,E,B,D,51.32414421081515,31.521506387140523
D,C,A,E,B,D,43.58210174730317,31.53118198523361
C,D,E,A,B,D,43.59843581910079,31.535994156396512
A,D,E,E,B,C,38.24478854026005,31.53796246229744
D,A,A,E,C,D,38.10215563651643,31.566268255958622
D,A,A,D,C,D,36.87743912091939,31.63203673594274
A,A,E,A,C,D,39.31408350901727,31.661883606233
B,A,A,E,B,C,48.401826314962385,31.8023339299768
A,D,E,B,B,C,37.08912944220561,31.846819927544995
B,D,E,D,B,D,48.614407699552565,31.919612790580047
A,B,A,E,B,D,46.428685524791916,31.92832080126968
A,A,A,A,B,C,38.14445605047499,31.994987999864087
D,C,E,A,B,D,44.15398878181934,32.027618930885964
D,D,B,E,B,C,37.186500087277714,32.114433295609565
E,C,E,E,B,C,45.96722133263223,32.31655988167047
C,A,E,B,B,D,46.33539996642631,32.469170857995294
B,A,A,E,B,D,50.25640546507598,32.90397655374422
A,A,E,E,B,C,42.00598620143299,32.9549374446244
A,B,E,A,B,D,50.27595238536128,33.04655956601846
D,D,D,A,B,C,36.041345498019425,33.301999363475765
D,D,A,D,B,C,35.99938393937433,33.30295794511486
D,D,E,A,B,C,35.10737294689881,33.31500027289006
D,D,A,E,B,C,35.16442610831066,33.357437713393466
B,D,A,E,B,C,48.62745989655159,33.49438099397439
D,B,E,A,B,C,49.03456921818091,33.51606326874977
D,A,E,E,B,D,39.34267911610545,33.70310717234348
D,A,D,A,B,C,38.627857973772564,33.776468509432526
A,D,A,D,B,C,38.58805504786118,33.77925484789387
A,D,E,E,B,D,39.59652552348599,33.79950148477988
D,A,E,A,B,C,39.018601848177006,33.873338274548395
A,A,E,A,B,C,42.027930207670586,33.91150768230418
A,A,A,E,B,C,42.046027580990994,33.91522381974262
B,D,E,A,B,D,49.10468712679121,33.98868478510626
A,D,E,D,B,D,39.43401939512778,34.02584835361041
B,A,E,A,B,D,48.99812974272241,34.15660767405218
A,A,B,E,C,D,42.00072139683547,34.19708060919879
D,C,A,A,B,D,41.914865550544114,34.28538668942043
A,D,E,A,B,C,39.755850179069135,34.32396951653455
D,A,A,E,B,C,41.36984219687791,34.80302928006583
A,A,E,E,B,D,42.05643796307735,35.08258090331863
A,A,D,D,B,D,42.13585556205124,35.10809047770299
D,B,A,A,B,D,41.52912292654901,35.71376712437764
D,B,E,A,B,D,52.28563932732877,36.22498441369693
D,A,E,A,B,D,39.82724820702327,36.30949177950367
A,A,A,A,B,D,41.488278335083095,36.33264004672645
A,D,A,A,B,C,40.50103022972763,36.44796320727308
A,A,E,A,B,D,43.509178871472876,36.98854347130799
A,A,A,E,B,D,43.569024449762594,36.9902679512648
A,D,E,A,B,D,42.312072772664905,37.1599109992726
D,A,D,A,B,D,40.88852360504609,37.24169002982426
D,A,A,E,B,D,41.78354036778991,37.45778883306138
A,A,E,B,B,D,46.96275256291027,40.413344620402704
B,A,A,A,A,C,74.27796386479514,60.08722095520008
A,A,E,E,A,D,69.15641979021699,60.61397968171278
