R1,R2,R3,R4,X,Y,barrier
A,B,C,A,A,C,40.14003062568917
D,C,E,A,A,D,46.45736501636815
E,C,C,A,A,A,23.68552158491612
A,A,C,B,A,B,16.725671960074312
A,A,C,C,C,C,21.09287946030048
A,A,C,E,B,C,25.592721682277684
A,A,E,C,B,B,19.695108825654494
A,B,A,B,B,C,21.435219280043054
A,B,A,C,B,B,7.953866434627282
A,B,A,C,B,C,21.11107143131451
A,B,A,C,B,D,25.304066535779143
A,B,B,D,B,B,4.396757414072532
A,B,C,A,C,B,8.148025760547915
A,B,C,A,C,C,21.825866682378077
A,B,C,A,C,D,25.847711291250054
A,B,D,E,B,B,23.06452040882544
A,B,E,A,B,B,15.115413491124235
A,C,A,B,B,C,21.098913944640827
A,C,A,B,B,D,23.903476747897443
A,C,B,A,C,C,19.966732448500625
A,C,B,B,A,C,38.8888883212825
A,C,B,C,B,C,23.858903770988068
A,C,C,A,A,B,19.075429209598838
A,C,C,A,C,B,8.013283866503658
A,C,C,C,C,C,22.19963677394945
A,C,E,E,B,D,29.99619937837089
A,C,D,B,C,B,0.9518529395812314
A,C,D,B,C,C,18.161892936195738
A,C,D,E,A,A,15.797271226270265
A,C,D,E,A,B,28.90122604256608
A,C,E,B,B,B,14.883107620067127
A,C,E,D,C,C,28.744739124996446
A,C,E,D,C,B,22.054643192544606
A,C,E,E,A,C,49.42551084015998
A,C,E,E,B,A,4.2740138619661865
A,C,E,E,B,B,28.79514846007246
A,C,E,E,B,C,37.221859876616385
A,D,B,B,B,B,3.8825372304682686
A,D,B,C,A,B,18.556438211948567
A,D,B,C,B,B,8.648493747263021
A,D,B,E,B,A,14.407960489824855
A,D,B,E,B,C,26.68587747070147
A,D,C,C,C,B,4.0978188757680645
A,D,C,C,C,C,25.026063745193216
A,D,C,E,A,A,26.46918727207857
A,D,C,E,A,B,29.529905721373986
A,D,C,E,A,C,44.99540450982835
A,D,E,E,C,A,10.301769022967044
A,D,E,E,C,B,19.154772212211032
A,D,E,E,C,C,31.59045940835719
A,E,A,C,B,B,19.184704395849547
A,E,B,E,A,B,40.40658700610087
A,E,B,A,A,B,34.72474566282938
A,E,B,D,A,A,26.77834008431371
A,E,B,D,A,B,33.686610602921746
A,E,B,E,A,A,34.762410407348966
A,E,B,E,B,A,22.10447785622703
A,E,C,C,A,B,21.4287202498444
A,E,C,C,A,C,47.27350505191457
A,E,C,C,B,B,8.343482009990241
A,E,C,B,A,C,46.08786197298702
A,E,E,B,B,A,19.423098286670168
A,E,E,B,B,B,24.861249235357317
A,E,E,C,A,B,34.39131439800479
A,E,E,C,A,C,45.98721665719988
B,A,A,C,B,B,10.344846109943582
B,A,A,C,B,C,27.407684826562967
B,A,B,A,A,A,0.8879238896414916
B,A,B,A,A,B,12.770192861470669
B,A,B,A,A,C,34.947057334211266
B,A,B,E,A,B,25.806002835261094
B,A,B,E,A,C,42.70671757410601
B,A,C,A,C,C,18.919837870307408
B,A,C,A,C,D,23.757302507204646
B,A,C,C,B,B,5.373545064527073
B,A,C,C,B,C,25.345133987060922
B,A,C,E,A,A,14.28574385176589
B,A,C,E,A,B,27.813931188825684
B,A,C,E,A,C,44.94758420965653
B,A,D,C,C,C,23.362423691863576
B,A,D,E,B,A,7.4869959289175165
B,A,D,E,B,B,22.430192130744597
B,A,E,A,A,B,27.073318173448836
B,A,E,A,C,C,24.164867678113612
B,A,E,A,C,D,27.116726076054913
B,A,E,C,A,A,14.013318397931876
B,A,E,C,C,B,18.094316897047804
B,A,E,C,C,C,27.91512240276123
B,A,E,D,C,B,18.160502962906364
B,C,A,D,A,B,15.406808171121135
B,C,C,A,A,B,13.153669490891641
B,C,C,D,B,B,6.929663882865661
B,C,C,D,B,C,22.750352216416488
B,C,C,E,A,C,33.80479883277605
B,C,D,A,B,B,4.942761570654435
B,D,A,E,A,A,15.029792337814193
B,D,C,A,A,B,22.259372491230998
B,D,C,A,A,C,42.72492411893766
B,D,D,E,C,A,0.9843920025040296
B,D,E,C,B,C,36.21768767315515
B,D,E,D,A,A,12.34396976273539
B,D,E,D,B,C,37.77440021404756
B,D,E,D,C,A,6.987996324953373
B,E,A,B,A,B,27.816173117067986
B,E,A,B,A,C,52.88414348116374
B,E,A,C,A,C,52.21948651369882
B,E,A,C,B,B,24.045570662729787
B,E,A,C,B,C,37.39690949720822
B,E,B,A,A,B,27.817183658310533
B,E,B,D,A,B,29.597237641693216
B,E,C,E,A,C,51.164443583724925
B,E,D,A,A,C,51.04412604034381
B,E,D,A,A,D,54.06691007217239
B,E,D,A,B,C,35.5928731013589
B,E,D,D,A,C,54.17108301800952
B,E,E,C,A,A,21.619674174628848
C,A,A,C,B,B,9.724850918102211
C,A,A,E,C,B,19.5378814248092
C,A,A,E,C,C,25.71841266843296
C,A,B,E,A,B,17.43854013529808
C,A,B,E,A,C,30.770268352388676
C,A,C,A,B,B,8.705968693524929
C,A,C,A,B,C,21.57985491530941
C,A,C,A,B,D,27.000378132747826
C,A,C,D,C,B,7.46027358980016
C,A,C,E,B,B,16.354717983029765
C,A,C,E,B,C,22.067100526127447
C,A,D,B,A,B,20.451982068529
C,A,D,B,A,C,38.963805168778656
C,A,D,E,A,A,16.554918404863535
C,A,D,E,A,B,28.782609881993608
C,A,D,E,A,C,42.92959543153928
C,A,E,A,C,B,15.951821117057806
C,A,E,A,C,C,24.56091609510964
C,A,E,A,C,D,26.995485555328827
C,A,E,C,B,A,9.47535210142658
C,A,E,C,B,B,19.62701639768499
C,A,E,C,B,C,33.6900464920711
C,A,E,C,B,D,34.85008252029777
C,A,E,C,C,B,17.944595893032954
C,A,E,C,C,C,24.443968914557477
C,B,A,D,A,C,30.55102518229721
C,B,A,E,A,B,18.548800226217804
C,B,A,E,A,C,33.40452633234384
C,B,A,E,B,C,23.73310020229146
C,C,A,E,A,B,19.19702967910775
C,C,A,E,C,C,20.803725330479445
C,C,C,D,A,B,14.50656096876298
C,C,D,A,A,B,13.071477344959545
C,C,D,A,A,C,30.1482811336694
C,C,D,A,B,C,16.47835897719618
C,C,D,A,B,D,19.64695198570889
C,C,D,C,A,B,14.486108578790073
C,C,D,E,A,B,20.143233346683928
C,C,D,E,A,C,32.572348410905015
C,C,E,A,C,C,20.365431363576132
C,C,E,D,B,C,23.882827281583896
C,D,A,B,A,C,44.26735158098199
C,D,A,B,B,C,31.08062673643789
C,D,A,C,B,B,17.577787898720658
C,D,A,C,B,C,29.829146637965174
C,E,A,E,A,D,55.82691839728406
C,D,B,B,B,B,4.432779291671535
C,D,B,D,B,B,12.838371100738616
C,D,C,E,A,B,28.482850548361288
C,D,C,E,A,D,44.55308739936646
C,D,C,E,A,C,43.26596470695527
C,D,D,C,B,C,33.75312787349584
C,D,D,C,C,C,30.700743605246497
C,D,E,C,C,B,21.43023899019748
C,D,E,D,A,A,19.99597386922489
C,D,E,D,A,B,34.14572293531181
C,D,E,E,A,A,19.120375312993325
C,D,E,E,A,B,34.33604969822583
C,D,E,E,B,B,32.2931025991913
C,D,E,E,B,C,42.679791003289374
C,D,E,E,B,D,45.56993608671155
C,D,E,E,C,B,29.100506844152275
C,D,E,E,C,C,38.8103796287799
C,E,A,B,A,B,31.516481163140785
C,E,A,B,A,C,48.349381251245326
C,E,A,B,B,B,20.913947874800414
C,E,A,B,B,C,33.52848624747964
C,E,A,C,B,B,20.829371500874352
C,E,A,C,B,C,33.27782158596204
C,E,A,C,C,B,16.726866230309728
C,E,A,C,C,C,29.39105427853514
C,E,A,C,C,D,32.041808057016674
C,E,A,D,A,A,22.795010070896375
C,E,A,D,A,B,32.39120589110158
C,E,A,D,A,C,48.08044134831664
C,E,A,E,A,A,29.39425532606719
C,E,A,E,A,B,39.17511245622596
C,E,A,E,B,B,23.79956887285637
C,E,B,A,A,A,15.698568655951972
C,E,B,A,A,B,31.025577149497114
C,E,B,A,B,B,21.97606088624018
C,E,B,B,B,B,24.15983832562175
C,E,B,E,A,A,24.38046051374188
C,E,B,E,A,C,43.96220158213377
C,E,C,C,A,C,47.68481053988105
C,E,C,D,B,A,8.282267472479585
C,E,C,E,A,A,27.53737025108959
C,E,C,E,A,B,37.712787551169136
C,E,C,E,A,C,44.812535555185605
C,E,D,D,A,A,23.426879009514213
C,E,D,D,A,B,33.155849954695384
C,E,D,D,A,C,50.285886691117675
C,E,D,E,A,A,29.813720257654648
C,E,D,E,A,B,40.87418833246289
C,E,D,E,A,C,53.0260717203369
C,E,E,A,C,B,16.51866922445605
C,E,E,B,A,B,35.10422656612846
C,E,E,B,A,C,48.45211628845464
C,E,E,E,A,B,37.352718885686016
D,A,B,E,C,B,13.986867958662028
D,A,B,B,B,B,9.235325324946972
D,A,C,B,C,B,5.853609565399034
D,A,C,C,B,B,7.152065695215688
D,A,C,C,B,C,29.341960707118613
D,A,C,E,C,B,15.300046518470502
D,A,C,E,A,B,30.07256920273135
D,A,C,E,A,C,42.68307659580687
D,A,C,E,C,A,9.432054366303447
D,A,C,E,C,C,21.771186962560247
D,A,E,C,A,B,33.31391230267694
D,B,A,C,B,C,29.674904369564622
D,B,A,E,B,B,17.15487438157396
D,B,D,E,A,A,21.19730212786895
D,B,E,A,A,B,25.401875684129013
D,C,C,A,B,B,17.566110313889926
D,C,C,A,B,C,29.84735506673212
D,C,C,A,B,D,33.19529195714709
D,C,D,C,A,B,23.0377651606228
D,C,D,C,A,C,42.196898325867814
D,C,D,E,A,A,18.801264559204245
D,C,D,E,A,B,30.680657172595854
D,C,D,E,A,C,45.547447613682635
D,C,D,E,B,B,22.593429484678442
D,C,D,E,B,C,33.3474770961777
D,C,E,A,B,C,33.757545817498965
D,C,E,A,B,D,37.14864596673909
C,D,A,B,C,C,27.1926745636848
D,D,B,E,A,A,31.68445388627043
D,D,B,E,A,D,52.66421710251888
D,D,B,E,B,A,26.02527659390439
D,D,B,E,B,B,28.11460269656686
D,D,C,C,C,C,36.395614404674355
D,D,C,E,B,A,24.62778890511057
D,D,C,E,B,B,26.77970836748523
D,D,C,E,B,C,36.886563213074666
E,D,D,C,A,A,35.95216405351478
D,D,E,B,A,C,48.656788620784035
D,D,E,B,B,A,26.30825248630373
D,D,E,E,A,A,34.01966503948672
D,D,E,E,A,B,38.831902058015274
D,D,E,E,A,C,55.78886285561111
D,D,E,E,A,D,59.84721281247289
D,D,E,E,B,B,30.30373915043768
D,D,E,E,C,B,25.48587693486801
D,E,A,B,A,C,55.961451247204465
D,E,B,A,A,A,31.15516132912321
D,E,B,D,A,A,37.21319981289353
D,E,B,D,A,B,41.959232371797405
D,E,B,E,A,A,38.45948154880381
D,E,B,E,A,B,43.90965695570319
D,E,C,C,C,B,28.344557115381626
D,E,C,E,B,A,27.75711941276001
D,E,D,C,A,B,39.10687798090417
D,E,E,B,B,A,26.968876868346943
D,E,E,D,B,A,28.373557377690908
E,A,B,B,B,B,22.91817513166165
E,A,B,B,C,B,21.657112959985053
E,A,B,D,B,A,17.541782542794827
E,A,C,B,A,B,29.759885173136073
E,A,C,E,B,A,21.216011991114602
E,A,C,E,B,B,21.512525116593267
E,A,D,B,B,D,18.775583800568988
E,A,D,C,A,A,25.730981356089767
E,A,D,C,A,B,30.66569377869636
E,A,D,C,A,C,47.29776069264281
E,A,D,C,A,D,51.43846411945357
E,A,D,C,C,B,14.942433453293967
E,A,E,B,B,A,16.61902943009122
B,A,E,C,A,C,49.38818369066905
E,B,A,C,A,B,30.23625084590293
E,B,A,E,A,B,36.00693795871921
E,B,C,A,C,B,15.31099648094449
E,B,D,A,A,C,53.744006543950526
E,B,D,C,B,B,16.41968354317017
E,B,D,D,A,A,7.995243697172346
E,B,E,D,B,B,35.0206743780647
E,C,A,D,B,D,36.22976415189483
E,C,C,A,A,B,32.55820808296483
E,C,C,A,A,C,48.637979717030504
E,C,C,A,A,D,51.194641809376364
E,C,C,A,B,A,7.226757079287113
E,C,C,A,B,B,20.814455969083237
E,C,C,A,B,C,33.32385274178133
E,C,C,A,B,D,34.936735333431265
E,C,C,A,C,C,29.252390332524094
E,C,C,C,A,C,47.6786999003381
E,C,D,A,A,A,22.794703581453057
E,C,D,A,A,B,32.40381408757409
E,C,D,A,A,D,52.554718011113614
E,C,D,B,A,A,19.81885254680095
E,C,D,C,A,A,19.94311809673205
E,C,D,C,A,B,28.79932019824349
E,C,D,E,A,A,30.19093571865487
E,C,E,A,B,B,22.145915308179426
E,C,E,C,B,A,9.841602526508527
E,C,E,C,B,B,25.168422561461483
E,C,E,C,C,B,22.78718059153853
E,C,E,E,C,B,29.235479062271377
E,D,A,C,A,B,41.15465507807485
E,D,A,C,A,C,46.48207699961782
E,D,A,E,A,B,47.72567691431325
E,D,B,A,A,B,38.80777185261457
E,D,B,D,A,C,53.39171281940346
E,D,C,B,A,B,40.08012632038193
E,D,C,C,B,B,31.71992086851741
E,D,C,C,C,B,28.7229693339783
E,D,C,D,A,A,35.29891719116135
E,D,C,E,A,B,42.77730896314208
E,D,D,C,A,B,39.781531591032156
E,E,B,B,A,A,27.671957554359388
E,E,B,C,A,A,32.38306958012017
E,E,B,C,A,B,43.53747035249061
E,E,B,D,A,A,35.3328995249149
E,E,B,D,A,B,42.63195573892981
E,E,C,A,A,A,39.86844264152286
E,E,C,A,A,B,43.843905517208015
E,E,C,B,A,B,43.53775876152688
E,E,C,B,B,B,33.43341860245627
E,E,C,C,A,C,56.864284957762
E,E,C,C,B,B,32.109558133106475
E,E,D,D,A,A,40.057518425986686
A,A,A,B,A,C,42.852046318370796
A,A,A,C,A,A,16.22278392883652
A,A,A,C,A,B,21.712480071436282
A,A,A,C,B,A,4.70932869220645
A,A,A,C,B,B,11.020611558398686
A,A,A,C,B,D,26.78919805430096
A,A,A,D,A,A,15.256512625779731
A,A,A,D,A,B,17.84820524433409
A,A,A,E,A,A,22.76434324737728
A,A,A,E,A,B,28.55530781593322
A,A,A,E,A,C,46.53169651986328
A,A,A,E,B,A,10.026360043093334
A,A,A,E,B,B,16.752908972360167
A,A,A,E,C,A,8.87237985513786
A,A,A,E,C,D,27.60980658170629
A,A,B,A,B,C,22.194608948734498
A,A,B,A,B,D,27.57762070666679
A,A,B,A,C,B,9.57504594020752
A,A,B,A,C,C,18.871961659044302
A,A,B,A,C,D,23.72895129038298
A,A,B,B,A,A,10.407523213878532
A,A,B,B,A,B,11.15719552947491
A,A,B,B,B,B,16.28430848813777
A,A,B,B,B,C,26.981589535037408
A,A,B,B,B,D,31.144686500994037
A,A,B,B,C,B,1.5940949473828727
A,A,B,B,C,C,23.829254005219035
A,A,B,B,C,D,27.234363055325304
A,A,B,C,A,B,13.367461334525425
A,A,B,C,B,A,4.377045213139148
A,A,B,C,B,B,7.653547353641358
A,A,B,C,B,C,27.752589850329752
A,A,B,C,C,B,4.7337382556882925
A,A,B,C,C,C,24.047633189939265
A,A,B,C,C,D,27.56448395070743
A,A,B,D,A,A,14.353853148214364
A,A,B,D,A,B,20.070895375672237
A,A,B,D,A,C,40.266776609524534
A,A,B,E,A,A,19.922552779762466
A,A,B,E,A,B,26.145231263683854
A,A,B,E,A,C,41.050881341378215
A,A,B,E,A,D,44.08428071562536
A,A,B,E,B,A,8.227450481705997
A,A,B,E,B,B,18.972200551329614
A,A,B,E,B,C,27.21747888301137
A,A,B,E,B,D,30.899168495794825
A,A,B,E,C,B,15.12835664755168
A,A,B,E,C,C,24.49359974564975
A,A,B,E,C,D,26.833398168480212
A,A,C,A,A,A,14.641166274254287
A,A,C,A,A,B,18.77273426283464
A,A,C,A,A,D,45.220029143881646
A,A,C,A,B,A,2.343511507770049
A,A,C,A,B,B,8.257811895312885
A,A,C,B,B,B,7.571602665137129
A,A,C,B,B,C,24.489493965303296
A,A,C,B,B,D,32.33653749420942
A,A,C,B,C,B,4.776085610149459
A,A,C,B,C,C,21.617706863048106
A,A,C,B,C,D,28.3585947788177
A,A,C,C,A,B,14.256267013321528
A,A,C,C,B,B,6.666680611452593
A,A,C,C,B,C,24.96169841143797
A,A,C,C,B,D,33.19361791778114
A,A,C,C,C,B,3.498772000221648
A,A,C,C,C,D,28.81200403800853
A,A,C,D,A,B,21.861516715776855
A,A,C,D,A,C,40.37902805462204
A,A,C,D,B,A,5.639451578914636
A,A,C,D,B,B,12.956393646240555
A,A,C,D,B,C,22.086383265899634
A,A,C,D,B,D,30.40292677333861
A,A,C,D,C,A,3.4737004440099666
A,A,C,D,C,B,9.014272310493547
A,A,C,D,C,C,18.39987516523383
A,A,C,D,C,D,25.342490403909178
A,A,C,E,A,C,42.17829732716218
A,A,C,E,A,D,47.522154043012435
A,A,C,E,B,B,17.639406406546584
A,A,C,E,B,D,32.452779339153274
A,A,C,E,C,A,8.833041570932792
A,A,C,E,C,B,12.898776306974266
A,A,C,E,C,C,22.038172905669626
A,A,C,E,C,D,27.783655378864086
A,A,D,A,A,A,15.67960419885828
A,A,D,A,A,B,19.75910811929391
A,A,D,A,A,C,41.78455115188113
A,A,D,B,A,A,17.015079866270025
A,A,D,B,A,B,25.17664982115973
A,A,D,B,A,C,41.41301874828224
A,A,D,B,B,B,9.633796502097812
A,A,D,B,C,C,22.082455705607966
A,A,D,C,C,A,5.9932293667655205
A,A,D,C,C,B,13.603822532663267
A,A,D,C,C,C,23.281167910677176
A,A,D,C,C,D,27.46622864614513
A,A,D,D,A,B,22.580343030747045
A,A,D,D,A,C,37.557914466046796
A,A,D,D,A,D,47.41608849908899
A,A,D,D,B,B,12.840925813302267
A,A,D,D,B,C,25.354655161079158
A,A,D,D,B,D,30.42718067271995
A,A,D,E,A,B,34.2748602400837
A,A,D,E,A,C,47.052841839622495
A,A,D,E,A,D,49.22315995785541
A,A,E,A,A,A,16.952035282211362
A,A,E,A,A,B,25.79106255380147
A,A,E,A,B,A,5.3684763840990986
A,A,E,A,B,B,11.717444504593368
A,A,E,A,C,A,4.659978388923165
A,A,E,A,C,D,25.274231566633954
A,A,E,B,A,A,20.49507658976338
A,A,E,B,A,B,29.53336913099677
A,A,E,B,A,C,40.78286227585267
A,A,E,B,A,D,42.58969075700165
A,A,E,B,B,A,10.909501742948628
A,A,E,B,B,B,24.11493193574789
A,A,E,B,B,C,30.647892313831786
A,A,E,B,B,D,33.90876725837074
A,A,E,B,C,A,10.247301611874217
A,A,E,B,C,B,22.291831648264107
A,A,E,B,C,C,30.84096782425791
A,A,E,B,C,D,28.25861473215735
A,A,E,C,A,C,49.68007167526763
A,A,E,C,B,C,32.69110928072649
A,A,E,C,B,D,36.59162026010903
A,A,E,C,C,A,10.543031549735833
A,A,E,C,C,B,17.524810182230688
A,A,E,C,C,C,28.727116725235554
A,A,E,C,C,D,32.5188443682775
A,A,E,D,A,C,48.057157172024354
A,A,E,D,A,D,52.018267757162675
A,A,E,D,C,A,11.079755689927692
A,A,E,D,C,B,19.79259170512146
A,A,E,D,C,C,26.055747672528195
A,A,E,D,C,D,29.82718570822733
A,A,E,E,A,A,26.92256576216084
A,A,E,E,A,D,54.196454225410086
A,A,E,E,B,C,35.9221110723034
A,A,E,E,B,D,40.11794752354145
A,A,E,E,C,A,17.750249584154574
A,A,E,E,C,B,26.89629274204956
A,A,E,E,C,C,32.11482001718399
A,A,E,E,C,D,33.74871693648562
A,B,A,B,A,A,-1.385795198031694
A,B,A,B,A,B,10.053949436027606
A,B,A,B,B,A,0.5239017070386778
A,B,A,B,B,B,9.585740403403491
A,B,A,B,C,B,-0.7875974192112007
A,B,A,B,C,C,17.124651388576567
A,B,A,C,C,C,17.35758516205458
A,B,A,D,A,A,1.232233050129576
A,B,A,D,A,B,11.54684515870686
A,B,A,D,A,C,33.812070499653515
A,B,A,D,B,B,4.285375157711883
A,B,A,D,B,C,18.91115419842875
A,B,A,D,C,C,15.870594486949985
A,B,A,D,C,D,20.24574664907616
A,B,A,E,A,A,10.797307401383677
A,B,A,E,A,B,21.91290116194704
A,B,A,E,B,B,16.085598238769634
A,B,A,E,B,C,26.53668761617704
A,B,A,E,B,D,30.47410232535428
A,B,A,E,C,C,22.932276540048147
A,B,A,E,C,D,26.015315258486506
A,B,B,A,A,A,-1.8429669192604736
A,B,B,A,B,B,9.264959199769736
A,B,B,D,B,B,11.628217952734527
A,B,B,D,C,A,-4.060550714227038
A,B,B,E,C,C,26.963037251792056
A,B,C,A,A,A,-0.8218292677936212
A,B,C,A,A,B,8.418704905708399
A,B,C,A,B,B,6.889265828657558
A,B,C,A,B,C,17.53796962639487
A,B,C,A,B,D,25.359124361320013
A,B,C,B,A,C,34.716006368089275
A,B,C,B,C,B,6.3415335014262055
A,B,C,C,A,A,0.8935278310255121
A,B,C,C,A,B,9.218248856867467
A,B,C,C,C,B,1.7205271616519888
A,B,C,D,A,A,2.4420649997920254
A,B,C,D,A,B,15.323005953069424
A,B,C,D,A,C,33.710639004275194
A,B,C,D,B,A,-12.484508108377259
A,B,C,D,B,B,10.025727893230972
A,B,C,D,B,C,20.464984246674767
A,B,C,D,C,B,6.7380721476135825
A,B,C,E,A,A,10.530700132740787
A,B,C,E,A,B,19.539736471244407
A,B,C,E,A,C,38.378139279406476
A,B,C,E,B,B,17.396524765105802
A,B,C,E,B,C,25.726100324706287
A,B,C,E,B,D,27.50386519089416
A,B,C,E,C,C,22.24754262726272
A,B,D,A,B,B,10.079837357230332
A,B,D,A,B,C,23.651073513590628
A,B,D,A,B,D,29.53793491298336
A,B,D,B,B,B,14.353065306624206
A,B,D,B,B,C,23.782973987722286
A,B,D,C,A,A,3.1608468348627365
A,B,D,C,B,B,7.895536411053599
A,B,D,C,B,C,15.860420806104068
A,B,D,D,A,A,-1.6491640441632618
A,B,D,D,A,B,12.389173776561911
A,B,D,D,A,C,31.218015290165237
A,B,D,E,A,A,15.175381774399145
A,B,D,E,A,B,28.573039450094317
A,B,D,E,A,C,44.79961102396594
A,B,D,E,B,A,8.784393543456444
A,B,D,E,B,C,33.09943158745451
A,B,D,E,B,D,38.434877379382044
A,B,D,E,C,B,19.344549263716946
A,B,D,E,C,C,27.330789130742478
A,B,E,A,A,B,16.928403896093016
A,B,E,A,A,C,33.935479173253675
A,B,E,A,A,D,36.25810459855753
A,B,E,A,B,A,5.515498657880436
A,B,E,A,B,C,32.78284634620001
A,B,E,A,B,D,26.165619104898948
A,B,E,B,B,B,9.7191243811575
A,B,E,B,B,C,22.578391579267468
A,B,E,C,B,A,2.773389270443058
A,B,E,C,B,D,22.58545684794023
A,B,E,D,A,A,0.7112123626439475
A,B,E,D,B,A,5.535476499974487
A,B,E,D,C,C,19.200773103713697
A,B,E,D,C,D,23.430432855213546
A,B,E,E,A,A,8.035182503393253
A,B,E,E,A,B,28.041886953935233
A,B,E,E,A,C,32.44924186640051
A,B,E,E,A,D,36.87907503069028
A,B,E,E,B,C,29.32054052999353
A,B,E,E,B,D,33.20580104048631
A,C,A,A,A,A,4.504053087887602
A,C,A,A,A,B,12.566890465702643
A,C,A,A,A,C,34.573440978645806
A,C,A,A,B,B,2.386942623915477
A,C,A,A,B,C,16.67559729922922
A,C,A,A,C,D,16.607254970158955
A,C,A,B,A,B,17.567597753356747
A,C,A,B,A,C,35.565048826416685
A,C,A,B,B,B,9.491814650403716
A,C,A,B,C,B,6.6884162965318215
A,C,A,B,C,C,17.495216018278445
A,C,A,B,C,D,20.33819848549465
A,C,A,C,A,B,17.687553751999555
A,C,A,C,B,B,9.298721573783489
A,C,A,C,B,C,19.767624447091762
A,C,A,C,B,D,22.85620795239987
A,C,A,C,C,B,8.867480958736031
A,C,A,C,C,C,17.71446910910666
A,C,A,C,C,D,20.203483418578887
A,C,A,E,A,C,40.36765567425174
A,C,A,E,B,B,15.372646670260892
A,C,A,E,B,C,25.767564395173892
A,C,A,E,B,D,27.70397371925137
A,C,A,E,C,B,14.264855373388505
A,C,A,E,C,C,23.25501256942581
A,C,A,E,C,D,24.300675923036078
A,C,B,A,A,A,4.883294431792707
A,C,B,A,A,B,16.219338716634386
A,C,B,A,B,B,12.945547464353494
A,C,B,A,B,C,23.38978401621933
A,C,B,A,B,D,26.49983091411533
A,C,B,A,C,A,-0.2430777317789956
A,C,B,B,A,A,3.7879312258496296
A,C,B,B,B,B,2.6272113099167567
A,C,B,B,B,D,30.682212845637522
A,C,B,B,C,B,0.042020273425309895
A,C,B,C,A,A,9.735542789309203
A,C,B,C,B,A,-9.154973714683116
